sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,85561.53671618181,0.002273422622213639,0.0015156150814757592,0.0069771033542395085,0.004937894532976495,-0.003850330725303386,0.008134373632380808,0.004513942584111835,0.015113464757287321
1,1,1,1,12020.597511343498,0.005768897588798699,0.0038459317258657992,0.007046382425400877,0.005129921971091267,0.011101717572076321,0.015825741883569708,0.013991446316471957,0.03069615355167442
2,2,2,1,12020.597511343498,0.005768897588798699,0.0038459317258657992,0.007046382425400877,0.005129921971091267,0.011101717572076321,0.015825741883569708,0.013991446316471957,0.03069615355167442
3,3,3,1,12020.597511343498,0.005768897588798699,0.0038459317258657992,0.007046382425400877,0.005129921971091267,0.011101717572076321,0.015825741883569708,0.013991446316471957,0.03069615355167442
4,4,4,4,8047.180323789714,0.005034453466674138,0.003356302311116092,0.017986095480588982,0.013079777860717127,0.008449507785323822,0.01313192970920106,0.010805233287234747,0.025563000704388234
5,5,5,5,5542.156271930827,0.003944543159597996,0.0026296954397319974,0.004126921298456674,0.0025453665299843362,0.005764859188201139,0.011617601534454028,0.00774715102454572,0.020302796431405333
6,6,6,6,2150.281433810327,0.0010007237081702813,0.0006671491387801876,0.001726203342290343,0.0010652594085588053,0.002560923841446107,0.003904995232195489,0.003378393585628199,0.007302345300271276
7,7,7,7,1910.7043934693834,0.0012156523748906023,0.0008104349165937349,0.001104920002790113,0.0007955353321166085,0.0023731909693890316,0.003659340286247175,0.003165865745756273,0.006444485193942345
8,8,8,8,1259.6429527522882,0.00042342386473412374,0.0002822825764894158,0.0012003705002753763,0.0008489449368093902,0.0010727101419594903,0.001473650257464008,0.0016192593692092166,0.003204534298369619
9,9,9,8,1259.6429527522882,0.00042342386473412374,0.0002822825764894158,0.0012003705002753763,0.0008489449368093902,0.0010727101419594903,0.001473650257464008,0.0016192593692092166,0.003204534298369619
10,10,10,8,1259.6429527522882,0.00042342386473412374,0.0002822825764894158,0.0012003705002753763,0.0008489449368093902,0.0010727101419594903,0.001473650257464008,0.0016192593692092166,0.003204534298369619
11,11,11,11,1119.4273614451808,0.00037877462717933463,0.0002525164181195564,0.0015402012439412118,0.0010417642144192084,0.000557282946916815,0.0008936875673676801,0.0008856241507834012,0.002195158775006864
12,12,12,11,1119.4273614451808,0.00037877462717933463,0.0002525164181195564,0.0015402012439412118,0.0010417642144192084,0.000557282946916815,0.0008936875673676801,0.0008856241507834012,0.002195158775006864
13,13,13,11,1119.4273614451808,0.00037877462717933463,0.0002525164181195564,0.0015402012439412118,0.0010417642144192084,0.000557282946916815,0.0008936875673676801,0.0008856241507834012,0.002195158775006864
14,14,14,14,1035.89876618678,0.00022070120696526807,0.00014713413797684538,0.0012752436196901598,0.0008127925262669386,0.00023265540372326837,0.00041825355235208426,0.00041202784741777715,0.0017598189538472176
15,15,15,14,1035.89876618678,0.00022070120696526807,0.00014713413797684538,0.0012752436196901598,0.0008127925262669386,0.00023265540372326837,0.00041825355235208426,0.00041202784741777715,0.0017598189538472176
16,16,16,16,1029.7821218032295,0.00021334334202466332,0.00014222889468310887,0.001351120562114538,0.0009137594001616487,0.00020423557808041393,0.000467070981256684,0.0004517962721827806,0.0016116894960635448
17,17,17,16,1029.7821218032295,0.00021334334202466332,0.00014222889468310887,0.001351120562114538,0.0009137594001616487,0.00020423557808041393,0.000467070981256684,0.0004517962721827806,0.0016116894960635448
18,18,18,18,1020.4943016939012,0.00019228969633633408,0.00012819313089088938,0.0013806082868799425,0.0009269353222968633,0.00019405551257440506,0.0004158289637835863,0.000404059064970097,0.0015449948876894147
19,19,19,18,1020.4943016939012,0.00019228969633633408,0.00012819313089088938,0.0013806082868799425,0.0009269353222968633,0.00019405551257440506,0.0004158289637835863,0.000404059064970097,0.0015449948876894147
20,20,20,18,1020.4943016939012,0.00019228969633633408,0.00012819313089088938,0.0013806082868799425,0.0009269353222968633,0.00019405551257440506,0.0004158289637835863,0.000404059064970097,0.0015449948876894147
21,21,21,21,997.3404017169611,0.0001115847803231651,7.438985354877672e-05,0.0013656113909236405,0.0008898877442725749,9.91734536849101e-05,0.0003503634104222237,0.00030774070786786234,0.0013881546873008657
22,22,22,21,997.3404017169611,0.0001115847803231651,7.438985354877672e-05,0.0013656113909236405,0.0008898877442725749,9.91734536849101e-05,0.0003503634104222237,0.00030774070786786234,0.0013881546873008657
23,23,23,21,997.3404017169611,0.0001115847803231651,7.438985354877672e-05,0.0013656113909236405,0.0008898877442725749,9.91734536849101e-05,0.0003503634104222237,0.00030774070786786234,0.0013881546873008657
24,24,24,24,994.0871404970637,9.357030374879116e-05,6.238020249919411e-05,0.001377681840407286,0.0009064432173705382,8.263560184562646e-05,0.00034710259258420367,0.0002727222416664607,0.00136350763474424
25,25,25,24,994.0871404970637,9.357030374879116e-05,6.238020249919411e-05,0.001377681840407286,0.0009064432173705382,8.263560184562646e-05,0.00034710259258420367,0.0002727222416664607,0.00136350763474424
26,26,26,26,992.9652609926883,9.112195492788633e-05,6.074796995192421e-05,0.00138094094507845,0.0009185175817157671,7.842963984344697e-05,0.00034785121409751753,0.00026658364258449335,0.0013625431072717348
27,27,27,26,992.9652609926883,9.112195492788633e-05,6.074796995192421e-05,0.00138094094507845,0.0009185175817157671,7.842963984344697e-05,0.00034785121409751753,0.00026658364258449335,0.0013625431072717348
28,28,28,26,992.9652609926883,9.112195492788633e-05,6.074796995192421e-05,0.00138094094507845,0.0009185175817157671,7.842963984344697e-05,0.00034785121409751753,0.00026658364258449335,0.0013625431072717348
29,29,29,29,992.2322670273934,8.179953602116541e-05,5.4533024014110275e-05,0.0013623169523157422,0.0008990645547777168,6.540612191643924e-05,0.00034474499338133635,0.0002610704063455774,0.001350129208411406
30,30,30,29,992.2322670273934,8.179953602116541e-05,5.4533024014110275e-05,0.0013623169523157422,0.0008990645547777168,6.540612191643924e-05,0.00034474499338133635,0.0002610704063455774,0.001350129208411406
31,31,31,31,992.0705327676419,7.868828449825171e-05,5.2458856332167805e-05,0.001338608914844753,0.0008805195590180407,5.7853612811742394e-05,0.0003431736545390816,0.0002463244580682006,0.0013441473122150238
32,32,32,31,992.0705327676419,7.868828449825171e-05,5.2458856332167805e-05,0.001338608914844753,0.0008805195590180407,5.7853612811742394e-05,0.0003431736545390816,0.0002463244580682006,0.0013441473122150238
33,33,33,33,991.9614542054273,7.691524555464291e-05,5.1276830369761946e-05,0.001333077457191192,0.0008794650056361951,5.498854942828646e-05,0.0003428088316035099,0.00024726413333415326,0.00134421207544808
34,34,34,33,991.9614542054273,7.691524555464291e-05,5.1276830369761946e-05,0.001333077457191192,0.0008794650056361951,5.498854942828646e-05,0.0003428088316035099,0.00024726413333415326,0.00134421207544808
35,35,35,33,991.9614542054273,7.691524555464291e-05,5.1276830369761946e-05,0.001333077457191192,0.0008794650056361951,5.498854942828646e-05,0.0003428088316035099,0.00024726413333415326,0.00134421207544808
36,36,36,36,991.9171974535924,7.467590970458571e-05,4.978393980305714e-05,0.0013329269001117758,0.000878550047432345,5.245960261559407e-05,0.00034137730676229153,0.0002411807827645343,0.0013397326430342978
37,37,37,36,991.9171974535924,7.467590970458571e-05,4.978393980305714e-05,0.0013329269001117758,0.000878550047432345,5.245960261559407e-05,0.00034137730676229153,0.0002411807827645343,0.0013397326430342978
38,38,38,38,991.8909297350474,7.556511936238075e-05,5.037674624158717e-05,0.0013322681083902978,0.0008790924875533687,5.288692610375123e-05,0.00034234286410176544,0.00024509783568445187,0.0013425781773096644
39,39,39,38,991.8909297350474,7.556511936238075e-05,5.037674624158717e-05,0.0013322681083902978,0.0008790924875533687,5.288692610375123e-05,0.00034234286410176544,0.00024509783568445187,0.0013425781773096644
40,40,40,40,991.8891898641391,7.475317132690784e-05,4.9835447551271894e-05,0.0013294936226012379,0.0008767573890148736,5.2193421831450704e-05,0.0003411682056386225,0.00024140722254764602,0.0013400816375227
41,41,41,41,991.8531599679968,7.435426323357253e-05,4.956950882238168e-05,0.0013322660567911904,0.0008806525764973024,5.210478366876603e-05,0.00034203712753537853,0.00024343117578298767,0.0013405400707047121
