sequence_index,iteration,nf,incumbent_index,incumbent_full_objective,mean_gate_entanglement_infidelity_to_truth,mean_gate_average_infidelity_to_truth,mean_spam_vector_l2_error_to_truth,mean_spam_tracedist_to_truth,mean_gate_eigenvalue_nonunitarity_excess_to_truth,mean_gate_eigenvalue_diamondnorm_to_truth,mean_gate_eigenvalue_nonunitary_diamondnorm_to_truth,mean_gate_diamond_distance_to_truth
0,0,0,0,97499.09368091646,0.002273422622213639,0.0015156150814757592,0.0069771033542395085,0.004937894532976495,-0.003850330725303386,0.008134373632380808,0.004513942584111835,0.015113464757287321
1,1,1,1,50916.38819735073,0.04167178731713672,0.027781191544757812,0.07552718252337318,0.05838515145338334,0.05959653425605056,0.080951852940366,0.06889030176726432,0.14967587764928103
2,2,2,1,50916.38819735073,0.04167178731713672,0.027781191544757812,0.07552718252337318,0.05838515145338334,0.05959653425605056,0.080951852940366,0.06889030176726432,0.14967587764928103
3,3,3,3,36330.70738500879,0.03213375186636916,0.021422501244246106,0.04787704029559908,0.036617174412704206,0.03225690382507369,0.06374591518563555,0.049864459301154594,0.11651331363268107
4,4,4,3,36330.70738500879,0.03213375186636916,0.021422501244246106,0.04787704029559908,0.036617174412704206,0.03225690382507369,0.06374591518563555,0.049864459301154594,0.11651331363268107
5,5,5,5,34221.280874959266,0.01610741177301514,0.010738274515343427,0.07361437971123734,0.06026633005596441,0.020231326964000443,0.06185347654557699,0.027317896618811857,0.10593835012637652
6,6,6,6,29774.028119281516,0.018822604254310205,0.012548402836206804,0.05218706054740499,0.030738060350252342,0.024271797976499206,0.042637450417060935,0.030979600748759592,0.10715638319889284
7,7,7,6,29774.028119281516,0.018822604254310205,0.012548402836206804,0.05218706054740499,0.030738060350252342,0.024271797976499206,0.042637450417060935,0.030979600748759592,0.10715638319889284
8,8,8,8,20337.917290788395,0.010710620553539107,0.007140413702359404,0.04546043421258258,0.031065156706533696,0.013963234528532376,0.02659225674346034,0.015993750497427503,0.06723024081873892
9,9,9,8,20337.917290788395,0.010710620553539107,0.007140413702359404,0.04546043421258258,0.031065156706533696,0.013963234528532376,0.02659225674346034,0.015993750497427503,0.06723024081873892
10,10,10,10,18821.301607157555,0.013438044870641375,0.008958696580427583,0.03913861995021741,0.02527439764214504,0.018159842533464088,0.024587982791145664,0.02292210783650732,0.06313039860207532
11,11,11,10,18821.301607157555,0.013438044870641375,0.008958696580427583,0.03913861995021741,0.02527439764214504,0.018159842533464088,0.024587982791145664,0.02292210783650732,0.06313039860207532
12,12,12,10,18821.301607157555,0.013438044870641375,0.008958696580427583,0.03913861995021741,0.02527439764214504,0.018159842533464088,0.024587982791145664,0.02292210783650732,0.06313039860207532
